max_ram_mib,workload,n,running,batch_ms_median,fp_mib,held_mib,guest_avail_mib,psi_some,errors_cum
16384,idle,450,450,471,6641,10571,877,0.00,0
16384,idle,460,460,460,6725,10571,802,0.00,0
16384,idle,470,470,465,6816,10571,728,0.00,0
16384,idle,480,480,471,6976,10571,643,0.00,0
16384,idle,490,490,480,7321,10053,1040,0.00,0
16384,idle,500,500,755,7488,10053,971,0.00,0
16384,idle,510,510,761,7649,10053,889,0.00,0
16384,idle,520,520,504,7787,10053,816,0.00,0
16384,idle,530,530,697,7910,10053,740,0.00,0
16384,idle,540,540,480,7958,10053,625,0.00,0
16384,idle,550,550,470,8048,9527,1070,0.00,0
16384,idle,560,560,472,8148,9527,1010,0.00,0
16384,idle,570,570,476,8263,9527,893,0.00,0
16384,idle,580,580,455,8366,9527,828,0.00,0
16384,idle,590,590,470,8468,9527,746,0.00,0
16384,idle,600,600,466,8514,9527,673,0.00,0
16384,idle,610,610,462,8574,9005,1086,0.00,0
16384,idle,620,620,463,8732,9005,980,0.00,0
16384,idle,630,630,605,8846,9005,931,0.00,0
16384,idle,640,640,527,9044,9005,844,0.00,0
16384,idle,650,650,537,9158,9005,753,0.00,0
16384,idle,660,660,535,9206,9005,686,0.00,0
16384,idle,670,670,531,9237,8480,1120,0.00,0
16384,idle,680,680,538,9374,8480,1028,0.00,0
16384,idle,690,690,566,9451,8480,945,0.00,0
16384,idle,700,700,494,9570,8480,862,0.00,0
16384,idle,710,710,507,9651,8480,776,0.00,0
16384,idle,720,720,498,9742,8480,721,0.00,0
16384,idle,730,730,464,9787,7966,1095,0.00,0
16384,idle,740,740,478,9912,7966,1004,0.00,0
16384,idle,750,750,472,10025,7966,934,0.00,0
16384,idle,760,760,473,10117,7966,862,0.00,0
16384,idle,770,770,462,10201,7966,794,0.00,0
16384,idle,780,780,447,10281,7966,737,0.00,0
16384,idle,790,790,460,10300,7966,620,0.00,0
16384,idle,800,800,478,10393,7445,1020,0.00,0
16384,idle,810,810,474,10521,7445,953,0.00,0
16384,idle,820,820,463,10612,7445,885,0.00,0
16384,idle,830,830,461,10703,7445,789,0.00,0
16384,idle,840,840,475,10805,7445,705,0.00,0
16384,idle,850,850,483,10834,7445,626,0.00,0
16384,idle,860,860,494,10872,7445,637,0.00,0
16384,idle,870,870,492,10894,7445,840,0.00,0
16384,idle,880,880,455,10898,7445,738,0.00,0
16384,idle,890,890,476,10933,7445,631,0.00,0
16384,idle,900,900,477,11012,6932,1027,0.00,0
16384,idle,910,910,479,11113,6932,953,0.00,0
16384,idle,920,920,469,11214,6932,871,0.00,0
16384,idle,930,930,466,11292,6932,818,0.00,0
16384,idle,940,940,471,11378,6932,752,0.00,0
16384,idle,950,950,484,11440,6401,1112,0.00,0
16384,idle,960,960,486,11556,6401,1027,0.00,0
16384,idle,970,970,482,11641,6401,944,0.00,0
16384,idle,980,980,468,11738,6401,858,0.00,0
16384,idle,990,990,479,11821,6401,763,0.00,0
16384,idle,1000,1000,483,11922,6401,677,0.00,0
16384,idle,1010,1010,486,11964,6401,757,0.00,0
16384,idle,1020,1020,479,11986,6401,653,0.12,0
16384,nginx,10,10,458,3473,0,15032,0.00,0
16384,nginx,20,20,464,3715,0,14813,0.00,0
16384,nginx,30,30,458,3901,0,14620,0.00,0
16384,nginx,40,40,456,4104,0,14421,0.00,0
16384,nginx,50,50,458,4304,0,14232,0.00,0
16384,nginx,60,60,452,4539,0,14015,0.00,0
16384,nginx,70,70,462,4768,0,13786,0.00,0
16384,nginx,80,80,464,4960,0,13607,0.00,0
16384,nginx,90,90,515,5192,12488,904,0.00,0
16384,nginx,100,100,538,5416,12488,669,0.00,0
16384,nginx,110,110,520,5645,11930,1009,0.00,0
16384,nginx,120,120,527,5890,11930,779,0.00,0
16384,nginx,130,130,536,6096,11930,597,0.00,0
16384,nginx,140,140,528,6295,11408,924,0.00,0
16384,nginx,150,150,473,6540,11408,661,0.00,0
16384,nginx,160,160,460,6816,10854,1038,0.00,0
16384,nginx,170,170,463,6932,10854,850,0.00,0
16384,nginx,180,180,455,7149,10854,636,0.00,0
16384,nginx,190,190,474,7421,10340,961,0.00,0
16384,nginx,200,200,461,7657,10340,756,0.00,0
16384,nginx,210,210,459,7771,9785,1069,0.00,0
16384,nginx,220,220,468,8032,9785,852,0.00,0
16384,nginx,230,230,456,8229,9785,661,0.00,0
16384,nginx,240,240,450,8413,9262,995,0.00,0
16384,nginx,250,250,454,8647,9262,781,0.00,0
16384,nginx,260,260,462,8818,9262,620,0.00,0
16384,nginx,270,270,460,9057,8717,908,0.00,0
16384,nginx,280,280,457,9257,8717,738,0.00,0
16384,nginx,290,290,466,9454,8204,1054,0.00,0
16384,nginx,300,300,458,9677,8204,871,0.00,0
16384,nginx,310,310,484,9871,8204,670,0.00,0
16384,nginx,320,320,471,10081,7666,966,0.00,0
16384,nginx,330,330,467,10329,7666,786,0.00,0
16384,nginx,340,340,470,10494,7120,1119,0.00,0
16384,nginx,350,350,464,10744,7120,912,0.00,0
16384,nginx,360,360,478,10945,7120,706,0.00,0
16384,nginx,370,370,475,11128,6575,1035,0.00,0
16384,nginx,380,380,468,11366,6575,826,0.00,0
16384,nginx,390,390,466,11584,6575,647,0.00,0
16384,nginx,400,400,480,11682,6030,1095,0.00,0
16384,nginx,410,410,468,11896,6030,864,0.00,0
16384,nginx,420,420,465,12124,6030,651,0.00,0
16384,nginx,430,430,471,12299,5511,982,0.00,0
16384,nginx,440,440,470,12524,5511,792,0.00,0
16384,nginx,450,450,471,12729,4979,1105,0.00,0
16384,nginx,460,460,470,12947,4979,880,0.00,0
16384,nginx,470,470,486,13156,4979,680,0.00,0
16384,nginx,480,480,476,13348,4450,988,0.14,0
16384,nginx,490,490,538,13608,4450,773,0.06,0
16384,nginx,500,500,480,13821,3934,1098,0.03,0
16384,nginx,510,510,479,14044,3934,873,0.26,0
16384,nginx,520,520,472,14276,3934,653,0.14,0
16384,nginx,530,530,467,14362,3934,759,0.16,0
16384,nginx,540,540,552,14497,3421,1005,1.06,0
16384,nginx,550,550,533,14754,3421,783,0.58,0
16384,nginx,560,560,548,14891,3421,640,0.31,0
16384,nginx,570,570,553,14978,2903,1049,1.96,0
16384,nginx,580,580,530,15204,2903,844,1.07,0
16384,nginx,590,590,522,15412,2903,647,0.39,0
16384,nginx,600,600,480,15498,2389,1052,1.40,0
16384,nginx,610,610,476,15741,2389,794,0.77,0
16384,nginx,620,620,474,15930,2389,630,0.51,0
16384,nginx,630,630,463,16045,1873,1008,2.65,0
16384,nginx,640,640,461,16256,1873,823,0.97,0
16384,nginx,650,650,479,16474,1355,1090,0.65,0
16384,nginx,660,660,487,16730,1355,874,0.35,0
16384,nginx,670,670,488,16913,1355,691,0.19,0
16384,nginx,680,680,480,17012,836,1136,0.96,0
16384,nginx,690,690,463,17206,836,887,0.64,0
16384,nginx,700,700,503,17448,836,643,0.35,0
16384,nginx,710,710,495,17534,836,628,2.30,0
16384,nginx,720,720,490,17696,316,930,1.26,0
16384,nginx,730,730,481,17903,316,716,0.46,0
16384,nginx,740,740,472,18051,316,620,0.67,0
16384,nginx,750,750,500,18056,316,576,1.85,0
16384,nginx,760,760,478,18058,316,649,3.50,0
16384,nginx,770,770,486,18058,316,539,5.07,0
16384,nginx,780,780,480,18153,0,595,8.45,0
16384,nginx,790,790,517,18283,0,391,4.64,0
16384,nginx,800,800,509,18357,0,329,7.63,0
16384,nginx,810,810,525,18353,0,223,40.17,0
